,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
7306,33,management,married,tertiary,no,455,yes,yes,unknown,29,may,122,10,-1,0,unknown,no
7310,45,admin.,married,secondary,no,-261,yes,no,unknown,29,may,144,1,-1,0,unknown,no
7312,41,admin.,single,secondary,no,2015,yes,no,unknown,29,may,480,10,-1,0,unknown,no
7332,42,management,married,tertiary,no,8794,yes,no,unknown,29,may,166,3,-1,0,unknown,no
7333,41,blue-collar,married,secondary,no,239,no,no,unknown,29,may,385,2,-1,0,unknown,no
7340,40,admin.,married,secondary,no,223,yes,no,unknown,29,may,81,1,-1,0,unknown,no
7341,33,student,single,tertiary,no,254,yes,no,unknown,29,may,558,13,-1,0,unknown,no
7350,43,admin.,divorced,secondary,no,3350,yes,yes,unknown,29,may,488,1,-1,0,unknown,no
7355,42,blue-collar,married,unknown,no,1123,yes,no,unknown,29,may,105,3,-1,0,unknown,no
7359,37,management,married,tertiary,no,21,yes,no,unknown,29,may,52,2,-1,0,unknown,no
7376,51,blue-collar,married,primary,no,1491,yes,no,unknown,29,may,206,3,-1,0,unknown,no
7379,45,blue-collar,divorced,primary,no,594,yes,no,unknown,29,may,833,2,-1,0,unknown,yes
7380,38,technician,married,secondary,no,381,yes,no,unknown,29,may,126,2,-1,0,unknown,no
7382,31,technician,married,secondary,no,222,yes,no,unknown,29,may,251,4,-1,0,unknown,no
7383,41,blue-collar,married,primary,no,-252,yes,no,unknown,29,may,166,5,-1,0,unknown,no
7389,43,blue-collar,single,secondary,no,747,no,no,unknown,29,may,685,2,-1,0,unknown,no
7394,41,housemaid,divorced,tertiary,no,9767,yes,no,unknown,29,may,162,2,-1,0,unknown,no
7396,38,services,divorced,primary,no,92,yes,yes,unknown,29,may,118,3,-1,0,unknown,no
7402,33,technician,married,secondary,no,1844,yes,no,unknown,29,may,241,3,-1,0,unknown,no
7403,39,blue-collar,divorced,secondary,no,94,yes,no,unknown,29,may,430,1,-1,0,unknown,no
7413,43,management,married,tertiary,yes,-3372,yes,no,unknown,29,may,386,2,-1,0,unknown,no
7414,40,blue-collar,married,secondary,no,100,yes,no,unknown,29,may,218,2,-1,0,unknown,no
7418,37,admin.,married,secondary,no,99,yes,no,unknown,29,may,113,2,-1,0,unknown,no
7423,46,blue-collar,married,primary,no,-169,no,yes,unknown,29,may,336,3,-1,0,unknown,no
7425,31,student,single,tertiary,no,479,yes,no,unknown,29,may,72,12,-1,0,unknown,no
7432,36,management,single,tertiary,no,0,yes,no,unknown,29,may,211,6,-1,0,unknown,no
7433,34,technician,divorced,secondary,no,-276,yes,no,unknown,29,may,175,3,-1,0,unknown,no
7434,54,management,married,tertiary,no,107,yes,no,unknown,29,may,324,3,-1,0,unknown,no
7440,37,admin.,single,secondary,no,0,yes,no,unknown,29,may,147,4,-1,0,unknown,no
7441,47,blue-collar,married,secondary,no,0,yes,no,unknown,29,may,135,2,-1,0,unknown,no
7452,56,services,married,secondary,no,705,yes,no,unknown,29,may,151,2,-1,0,unknown,no
7460,38,management,divorced,tertiary,no,4692,yes,no,unknown,29,may,1363,2,-1,0,unknown,yes
7465,43,technician,married,secondary,no,-235,yes,yes,unknown,29,may,260,2,-1,0,unknown,no
7469,48,blue-collar,married,unknown,no,2201,yes,no,unknown,29,may,364,2,-1,0,unknown,no
7470,32,management,single,tertiary,no,406,no,no,unknown,29,may,35,24,-1,0,unknown,no
7475,40,management,married,secondary,no,1576,yes,yes,unknown,29,may,253,3,-1,0,unknown,no
7478,58,technician,married,secondary,no,4299,yes,no,unknown,29,may,348,3,-1,0,unknown,no
7480,30,blue-collar,married,secondary,no,486,yes,no,unknown,29,may,1109,3,-1,0,unknown,yes
7490,47,services,married,secondary,no,795,yes,no,unknown,29,may,42,3,-1,0,unknown,no
7500,38,management,single,tertiary,no,6836,yes,no,unknown,29,may,374,4,-1,0,unknown,no
7505,51,management,single,tertiary,no,3087,yes,no,unknown,29,may,86,4,-1,0,unknown,no
7507,58,blue-collar,married,secondary,no,1298,yes,no,unknown,29,may,516,4,-1,0,unknown,no
7516,26,services,divorced,secondary,no,1600,yes,yes,unknown,30,may,288,3,-1,0,unknown,no
7522,46,blue-collar,married,primary,no,476,yes,no,unknown,30,may,311,4,-1,0,unknown,no
7525,33,blue-collar,married,primary,no,331,yes,no,unknown,30,may,139,3,-1,0,unknown,no
7527,46,entrepreneur,married,primary,no,1757,yes,no,unknown,30,may,396,3,-1,0,unknown,no
7534,50,technician,married,tertiary,no,11804,yes,no,unknown,30,may,83,1,-1,0,unknown,no
7536,38,blue-collar,married,primary,no,563,yes,no,unknown,30,may,287,1,-1,0,unknown,no
7545,26,services,single,secondary,yes,-599,yes,yes,unknown,30,may,62,3,-1,0,unknown,no
7548,33,blue-collar,married,secondary,no,-338,yes,no,unknown,30,may,91,9,-1,0,unknown,no
7559,42,management,married,tertiary,no,2440,yes,no,unknown,30,may,199,2,-1,0,unknown,no
7567,56,services,divorced,unknown,no,1877,yes,no,unknown,30,may,86,1,-1,0,unknown,no
7570,30,blue-collar,married,primary,no,-430,yes,no,unknown,30,may,648,5,-1,0,unknown,no
7590,38,technician,married,secondary,no,226,yes,no,unknown,30,may,762,3,-1,0,unknown,yes
7591,35,management,married,tertiary,no,-65,yes,no,unknown,30,may,80,3,-1,0,unknown,no
7603,55,blue-collar,married,primary,no,828,yes,no,unknown,30,may,246,1,-1,0,unknown,no
7609,29,admin.,married,secondary,no,396,yes,no,unknown,30,may,205,2,-1,0,unknown,no
7610,37,management,married,tertiary,no,569,yes,no,unknown,30,may,92,1,-1,0,unknown,no
7618,35,technician,single,secondary,no,-54,yes,no,unknown,30,may,70,2,-1,0,unknown,no
7625,36,services,married,secondary,no,-260,yes,no,unknown,30,may,91,2,-1,0,unknown,no
7629,38,admin.,divorced,secondary,no,661,yes,no,unknown,30,may,160,1,-1,0,unknown,no
7630,49,admin.,married,secondary,no,-209,no,no,unknown,30,may,171,1,-1,0,unknown,no
7642,41,admin.,divorced,secondary,no,2397,yes,no,unknown,30,may,278,2,-1,0,unknown,no
7647,34,management,married,tertiary,no,362,yes,no,unknown,30,may,38,3,-1,0,unknown,no
7656,54,blue-collar,divorced,secondary,no,154,yes,no,unknown,30,may,197,12,-1,0,unknown,no
7659,38,admin.,divorced,secondary,no,19,yes,no,unknown,30,may,604,2,-1,0,unknown,yes
7677,50,blue-collar,married,primary,no,1290,yes,no,unknown,30,may,65,14,-1,0,unknown,no
7679,55,unemployed,single,primary,no,5,yes,no,unknown,30,may,63,2,-1,0,unknown,no
7690,59,retired,married,secondary,no,4414,yes,no,unknown,30,may,161,1,-1,0,unknown,no
7691,51,technician,married,secondary,no,4924,yes,no,unknown,30,may,448,1,-1,0,unknown,no
7699,26,blue-collar,single,secondary,no,2,yes,no,unknown,30,may,170,4,-1,0,unknown,no
7704,34,technician,married,secondary,no,650,yes,no,unknown,30,may,184,2,-1,0,unknown,no
7708,53,management,married,tertiary,no,3911,yes,yes,unknown,30,may,63,2,-1,0,unknown,no
7710,51,management,married,tertiary,no,0,yes,no,unknown,30,may,151,1,-1,0,unknown,no
7713,41,admin.,married,secondary,no,4539,no,no,unknown,30,may,298,3,-1,0,unknown,no
7714,44,technician,single,secondary,no,2403,yes,no,unknown,30,may,158,1,-1,0,unknown,no
7724,60,admin.,married,secondary,no,4120,yes,yes,unknown,30,may,422,2,-1,0,unknown,no
7733,24,technician,single,secondary,no,278,yes,no,unknown,30,may,111,1,-1,0,unknown,no
7740,35,blue-collar,married,secondary,no,535,yes,no,unknown,30,may,265,3,-1,0,unknown,no
7745,51,housemaid,married,tertiary,no,3122,yes,no,unknown,30,may,33,2,-1,0,unknown,no
7746,44,technician,married,secondary,no,561,yes,no,unknown,30,may,613,2,-1,0,unknown,no
7749,57,technician,married,secondary,no,0,yes,yes,unknown,30,may,200,2,-1,0,unknown,no
7752,49,management,married,tertiary,no,1216,yes,yes,unknown,30,may,244,2,-1,0,unknown,no
7753,42,blue-collar,married,primary,no,188,yes,no,unknown,30,may,53,5,-1,0,unknown,no
7762,29,services,divorced,secondary,no,590,yes,no,unknown,30,may,76,2,-1,0,unknown,no
7767,35,blue-collar,married,secondary,no,698,yes,yes,unknown,30,may,1343,3,-1,0,unknown,yes
7769,39,management,married,tertiary,no,564,yes,no,unknown,30,may,136,2,-1,0,unknown,no
7775,40,admin.,single,secondary,no,2002,yes,no,unknown,30,may,113,1,-1,0,unknown,no
7776,35,student,single,secondary,no,2960,yes,no,unknown,30,may,123,2,-1,0,unknown,no
7778,42,admin.,divorced,secondary,no,435,yes,no,unknown,30,may,148,1,-1,0,unknown,no
7785,42,technician,married,secondary,no,4791,yes,no,unknown,30,may,88,2,-1,0,unknown,no
7788,35,management,single,tertiary,no,0,yes,no,unknown,30,may,147,1,-1,0,unknown,no
7794,28,management,single,tertiary,no,0,yes,no,unknown,30,may,224,4,-1,0,unknown,no
7798,43,management,married,tertiary,no,19,yes,no,unknown,30,may,126,2,-1,0,unknown,no
7804,56,management,married,tertiary,no,-45,yes,no,unknown,30,may,116,6,-1,0,unknown,no
7806,37,technician,married,secondary,no,-403,yes,no,unknown,30,may,31,6,-1,0,unknown,no
7808,51,retired,married,primary,no,752,yes,no,unknown,30,may,214,2,-1,0,unknown,no
7826,41,management,divorced,secondary,no,2666,yes,no,unknown,30,may,170,2,-1,0,unknown,no
7835,43,entrepreneur,married,primary,no,0,yes,no,unknown,30,may,222,9,-1,0,unknown,no
7839,26,technician,single,secondary,no,174,yes,no,unknown,30,may,67,2,-1,0,unknown,no
7846,44,blue-collar,married,primary,no,314,yes,no,unknown,30,may,742,2,-1,0,unknown,no
7848,40,blue-collar,married,secondary,no,0,yes,no,unknown,30,may,376,3,-1,0,unknown,no
7851,46,management,single,tertiary,no,2904,yes,no,unknown,30,may,984,2,-1,0,unknown,yes
7853,38,blue-collar,married,secondary,no,602,yes,no,unknown,30,may,161,12,-1,0,unknown,no
7859,35,blue-collar,married,secondary,no,674,yes,no,unknown,30,may,274,2,-1,0,unknown,no
7871,58,management,married,primary,no,320,yes,no,unknown,30,may,171,2,-1,0,unknown,no
7881,27,management,single,tertiary,no,2061,yes,no,unknown,30,may,72,3,-1,0,unknown,no
7888,36,blue-collar,married,secondary,no,0,yes,no,unknown,30,may,54,4,-1,0,unknown,no
7890,37,blue-collar,married,primary,no,157,yes,no,unknown,30,may,833,8,-1,0,unknown,no
7895,23,blue-collar,single,secondary,no,5145,yes,no,unknown,30,may,229,3,-1,0,unknown,no
7897,43,services,married,secondary,no,192,yes,yes,unknown,30,may,273,2,-1,0,unknown,no
7900,51,blue-collar,divorced,secondary,no,1069,yes,no,unknown,30,may,247,2,-1,0,unknown,no
7902,39,services,single,secondary,no,-189,yes,no,unknown,30,may,76,9,-1,0,unknown,no
7910,55,admin.,married,secondary,no,139,yes,no,unknown,30,may,26,25,-1,0,unknown,no
7914,45,technician,single,secondary,no,410,yes,no,unknown,30,may,891,4,-1,0,unknown,yes
7917,42,blue-collar,married,secondary,no,1307,yes,no,unknown,30,may,135,3,-1,0,unknown,no
7919,35,blue-collar,married,primary,no,3587,yes,no,unknown,30,may,148,4,-1,0,unknown,no
7926,53,entrepreneur,single,secondary,no,62,yes,no,unknown,30,may,1044,5,-1,0,unknown,yes
7928,52,technician,divorced,secondary,no,137,yes,no,unknown,30,may,84,3,-1,0,unknown,no
7946,39,management,married,tertiary,no,568,yes,yes,unknown,30,may,206,3,-1,0,unknown,no
7950,37,technician,single,secondary,no,2544,yes,no,unknown,30,may,120,3,-1,0,unknown,no
7953,27,blue-collar,married,primary,no,416,yes,no,unknown,30,may,1193,2,-1,0,unknown,yes
7961,37,management,married,tertiary,no,34,yes,no,unknown,2,jun,100,2,-1,0,unknown,no
7972,47,services,married,primary,no,1095,no,yes,unknown,2,jun,357,2,-1,0,unknown,no
7973,39,management,married,tertiary,no,177,yes,yes,unknown,2,jun,243,4,-1,0,unknown,no
7981,50,blue-collar,divorced,secondary,no,571,yes,no,unknown,2,jun,88,4,-1,0,unknown,no
7982,36,management,married,tertiary,no,596,yes,no,unknown,2,jun,372,2,-1,0,unknown,no
7985,39,management,divorced,tertiary,no,2193,yes,yes,unknown,2,jun,550,3,-1,0,unknown,no
7986,48,admin.,divorced,secondary,no,771,yes,no,unknown,2,jun,133,1,-1,0,unknown,no
7987,49,technician,divorced,secondary,yes,-757,yes,yes,unknown,2,jun,68,1,-1,0,unknown,no
7998,39,management,married,tertiary,no,756,yes,no,unknown,2,jun,268,1,-1,0,unknown,no
8001,52,blue-collar,married,secondary,no,0,no,no,unknown,2,jun,163,1,-1,0,unknown,no
8009,40,blue-collar,married,primary,no,540,yes,no,unknown,2,jun,21,1,-1,0,unknown,no
8013,32,blue-collar,married,secondary,no,14,yes,no,unknown,2,jun,171,1,-1,0,unknown,no
8014,39,management,married,tertiary,no,2763,yes,no,unknown,2,jun,526,2,-1,0,unknown,yes
8020,32,management,single,secondary,no,249,yes,no,unknown,2,jun,258,1,-1,0,unknown,no
8021,41,blue-collar,married,primary,no,143,yes,yes,unknown,2,jun,659,2,-1,0,unknown,yes
8024,32,management,single,unknown,no,3044,yes,no,unknown,2,jun,651,1,-1,0,unknown,no
8025,38,blue-collar,single,secondary,no,4,yes,no,unknown,2,jun,129,1,-1,0,unknown,no
8031,39,admin.,single,secondary,no,2854,yes,no,unknown,2,jun,64,1,-1,0,unknown,no
8032,36,blue-collar,married,primary,no,1244,yes,no,unknown,2,jun,143,1,-1,0,unknown,no
8041,51,admin.,married,secondary,no,1415,yes,no,unknown,2,jun,151,3,-1,0,unknown,no
8043,57,retired,married,primary,yes,-1480,yes,no,unknown,2,jun,319,5,-1,0,unknown,no
8050,31,unemployed,single,secondary,no,8,yes,no,unknown,2,jun,123,1,-1,0,unknown,no
8056,42,technician,married,secondary,no,3472,yes,no,unknown,2,jun,61,2,-1,0,unknown,no
8065,33,services,married,secondary,no,847,yes,no,unknown,2,jun,127,1,-1,0,unknown,no
8066,35,management,married,secondary,no,1825,yes,no,unknown,2,jun,42,1,-1,0,unknown,no
8081,51,management,divorced,tertiary,no,6,no,no,unknown,2,jun,193,4,-1,0,unknown,no
8086,31,admin.,single,tertiary,no,7505,yes,yes,unknown,2,jun,258,1,-1,0,unknown,no
8090,31,management,single,tertiary,no,1475,yes,yes,unknown,2,jun,76,1,-1,0,unknown,no
8106,34,management,single,tertiary,no,0,yes,no,unknown,2,jun,83,1,-1,0,unknown,no
8116,37,blue-collar,married,secondary,no,489,yes,no,unknown,2,jun,24,1,-1,0,unknown,no
8120,60,retired,divorced,tertiary,no,-79,yes,no,unknown,2,jun,49,1,-1,0,unknown,no
8126,42,blue-collar,married,secondary,no,-21,no,no,unknown,2,jun,377,1,-1,0,unknown,no
8136,27,services,single,secondary,no,1,yes,yes,unknown,2,jun,162,3,-1,0,unknown,no
8163,36,blue-collar,divorced,primary,no,117,yes,no,unknown,2,jun,123,4,-1,0,unknown,no
8164,40,management,married,tertiary,no,1734,yes,no,unknown,2,jun,169,1,-1,0,unknown,no
8166,25,services,single,secondary,no,229,yes,no,unknown,2,jun,214,2,-1,0,unknown,no
8177,37,services,married,secondary,no,580,yes,no,unknown,2,jun,469,2,-1,0,unknown,no
8180,36,technician,divorced,secondary,no,-435,yes,no,unknown,2,jun,85,8,-1,0,unknown,no
8185,35,management,single,tertiary,no,1632,yes,no,unknown,2,jun,430,2,-1,0,unknown,no
8188,34,technician,single,secondary,yes,264,no,no,unknown,2,jun,131,2,-1,0,unknown,no
8200,36,entrepreneur,married,tertiary,no,0,no,no,unknown,2,jun,87,3,-1,0,unknown,no
8206,35,blue-collar,single,secondary,no,-37,yes,yes,unknown,2,jun,276,2,-1,0,unknown,no
8208,39,admin.,single,secondary,no,2040,yes,no,unknown,2,jun,145,2,-1,0,unknown,no
8210,38,technician,single,secondary,no,2990,yes,no,unknown,2,jun,612,2,-1,0,unknown,no
8211,47,management,married,tertiary,no,60,no,no,unknown,2,jun,282,7,-1,0,unknown,no
8212,45,blue-collar,divorced,primary,no,6,yes,no,unknown,2,jun,159,6,-1,0,unknown,no
8214,41,technician,single,secondary,no,1680,yes,no,unknown,2,jun,76,2,-1,0,unknown,no
8216,48,entrepreneur,married,secondary,no,2247,yes,no,unknown,2,jun,60,9,-1,0,unknown,no
8239,29,admin.,married,secondary,no,301,yes,no,unknown,2,jun,150,5,-1,0,unknown,no
8242,32,blue-collar,married,secondary,no,35,yes,no,unknown,2,jun,42,1,-1,0,unknown,no
8253,48,unemployed,married,primary,no,1849,yes,no,unknown,2,jun,345,3,-1,0,unknown,no
8261,46,technician,divorced,secondary,no,-205,yes,no,unknown,2,jun,126,1,-1,0,unknown,no
8265,36,blue-collar,married,secondary,no,63,yes,no,unknown,2,jun,56,8,-1,0,unknown,no
8268,35,blue-collar,married,secondary,no,53,yes,no,unknown,2,jun,826,4,-1,0,unknown,no
8274,42,technician,married,secondary,no,-887,no,no,unknown,2,jun,349,4,-1,0,unknown,no
8275,30,blue-collar,married,secondary,no,194,yes,no,unknown,2,jun,178,1,-1,0,unknown,no
8282,31,technician,single,secondary,no,4040,yes,no,unknown,2,jun,213,2,-1,0,unknown,no
8286,42,entrepreneur,married,secondary,no,-480,yes,yes,unknown,2,jun,351,6,-1,0,unknown,no
8290,27,technician,single,secondary,no,1,yes,no,unknown,2,jun,261,8,-1,0,unknown,no
8292,38,blue-collar,married,primary,no,1495,yes,no,unknown,2,jun,74,3,-1,0,unknown,no
8296,33,technician,married,tertiary,no,2364,yes,no,unknown,2,jun,154,2,-1,0,unknown,no
8298,51,blue-collar,married,unknown,no,0,no,no,unknown,2,jun,61,7,-1,0,unknown,no
8303,40,entrepreneur,divorced,unknown,no,2418,yes,yes,unknown,2,jun,181,16,-1,0,unknown,no
8313,43,management,married,unknown,no,498,yes,no,unknown,2,jun,73,5,-1,0,unknown,no
8314,43,blue-collar,married,primary,no,7343,yes,no,unknown,2,jun,217,4,-1,0,unknown,no
8318,55,unemployed,married,secondary,yes,1108,yes,yes,unknown,2,jun,75,4,-1,0,unknown,no
8322,37,blue-collar,married,unknown,no,-1050,yes,no,unknown,2,jun,548,2,-1,0,unknown,no
8323,31,admin.,single,secondary,no,2398,yes,no,unknown,2,jun,16,13,-1,0,unknown,no
8325,37,blue-collar,married,secondary,no,954,yes,no,unknown,2,jun,402,9,-1,0,unknown,no
8327,23,blue-collar,single,secondary,no,27,yes,no,unknown,2,jun,280,2,-1,0,unknown,no
8331,43,blue-collar,married,secondary,no,4309,yes,no,unknown,2,jun,43,15,-1,0,unknown,no
8338,39,management,married,primary,no,13,no,no,unknown,2,jun,59,4,-1,0,unknown,no
8352,31,technician,single,secondary,no,674,yes,yes,unknown,3,jun,150,3,-1,0,unknown,no
8358,54,admin.,single,secondary,no,2423,no,no,unknown,3,jun,75,4,-1,0,unknown,no
8359,51,technician,married,secondary,no,1186,yes,no,unknown,3,jun,450,3,-1,0,unknown,no
8363,39,blue-collar,single,secondary,no,277,yes,no,unknown,3,jun,20,8,-1,0,unknown,no
8364,38,blue-collar,married,secondary,no,648,yes,no,unknown,3,jun,179,1,-1,0,unknown,no
8365,49,admin.,single,secondary,no,-1193,yes,yes,unknown,3,jun,73,1,-1,0,unknown,no
8370,31,technician,married,secondary,no,-292,yes,yes,unknown,3,jun,186,1,-1,0,unknown,no
8371,52,blue-collar,divorced,primary,no,196,yes,yes,unknown,3,jun,63,1,-1,0,unknown,no
8372,35,technician,single,tertiary,no,914,no,no,unknown,3,jun,166,1,-1,0,unknown,no
8378,32,services,married,secondary,yes,-790,yes,no,unknown,3,jun,159,1,-1,0,unknown,no
8379,46,technician,married,secondary,no,231,yes,no,unknown,3,jun,117,1,-1,0,unknown,no
8382,33,services,married,secondary,no,34,yes,yes,unknown,3,jun,161,1,-1,0,unknown,no
8384,38,management,married,tertiary,yes,-562,yes,no,unknown,3,jun,206,1,-1,0,unknown,no
8386,29,technician,single,tertiary,no,2893,yes,no,unknown,3,jun,250,1,-1,0,unknown,no
8394,25,blue-collar,single,secondary,no,2096,yes,no,unknown,3,jun,236,2,-1,0,unknown,no
8395,51,management,married,tertiary,no,1355,yes,no,unknown,3,jun,272,1,-1,0,unknown,no
8412,29,technician,married,primary,no,1761,yes,no,unknown,3,jun,186,1,-1,0,unknown,no
8416,41,blue-collar,single,secondary,no,948,yes,no,unknown,3,jun,157,1,-1,0,unknown,no
8423,39,unemployed,married,secondary,no,0,yes,no,unknown,3,jun,73,1,-1,0,unknown,no
8424,49,blue-collar,married,primary,no,2068,yes,no,unknown,3,jun,45,1,-1,0,unknown,no
8431,34,admin.,married,secondary,no,220,yes,no,unknown,3,jun,65,13,-1,0,unknown,no
8432,46,blue-collar,married,primary,no,596,yes,no,unknown,3,jun,404,13,-1,0,unknown,no
8439,37,management,single,tertiary,no,1449,no,no,unknown,3,jun,291,1,-1,0,unknown,no
8445,43,entrepreneur,married,secondary,no,3862,yes,no,unknown,3,jun,102,1,-1,0,unknown,no
8452,28,entrepreneur,single,secondary,no,1734,yes,no,unknown,3,jun,161,3,-1,0,unknown,no
8462,58,services,married,primary,no,943,yes,no,unknown,3,jun,243,3,-1,0,unknown,no
8483,30,admin.,married,secondary,no,-366,yes,yes,unknown,3,jun,102,1,-1,0,unknown,no
8484,35,management,single,tertiary,no,4788,yes,no,unknown,3,jun,227,1,-1,0,unknown,no
8500,32,management,divorced,secondary,no,-107,yes,no,unknown,3,jun,216,2,-1,0,unknown,no
8502,33,services,single,secondary,no,6531,yes,no,unknown,3,jun,495,3,-1,0,unknown,no
8511,31,admin.,single,primary,no,-263,yes,no,unknown,3,jun,208,1,-1,0,unknown,no
8515,37,management,married,secondary,no,341,no,no,unknown,3,jun,120,2,-1,0,unknown,no
8516,24,admin.,single,secondary,no,66,yes,no,unknown,3,jun,825,1,-1,0,unknown,no
8520,30,services,divorced,secondary,no,167,yes,no,unknown,3,jun,237,2,-1,0,unknown,no
